"id","annual_earnings","education","age","religion","sex","residence"
3185,27346,3,40,"Hindu","Male","Rural"
3186,65688,13,52,"Hindu","Male","Rural"
3187,14590,3,42,"Muslim","Male","Rural"
3188,16630,15,33,"Hindu","Male","Rural"
3189,15205,1,37,"Hindu","Male","Rural"
3190,35311,0,29,"Hindu","Female","Rural"
3191,105657,0,53,"Sikh","Male","Rural"
3192,22413,8,19,"Muslim","Male","Rural"
3193,51705,6,31,"Hindu","Male","Rural"
3194,7229,2,43,"Hindu","Male","Rural"
3195,23216,15,37,"Hindu","Female","Rural"
3196,41638,12,29,"Hindu","Male","Rural"
3197,36970,7,57,"Muslim","Female","Rural"
3198,8620,15,31,"Hindu","Female","Rural"
3199,149947,10,37,"Sikh","Male","Urban"
3200,263,0,18,"Hindu","Female","Rural"
3201,13798,2,53,"Muslim","Male","Rural"
3202,15781,9,42,"Hindu","Female","Rural"
3203,2013,0,18,"Hindu","Female","Rural"
3204,2714,0,29,"Hindu","Male","Rural"
3205,2504,4,39,"Hindu","Male","Rural"
3206,3194,2,36,"Hindu","Female","Rural"
3207,86650,12,46,"Hindu","Male","Rural"
3208,8793,8,43,"Hindu","Male","Rural"
3209,77177,13,48,"Hindu","Male","Urban"
3210,6919,0,29,"Hindu","Male","Rural"
3211,18904,0,31,"Hindu","Male","Urban"
3212,36430,0,38,"Hindu","Male","Rural"
3213,22339,14,40,"Hindu","Female","Rural"
3214,4908,5,38,"Hindu","Male","Rural"
3215,213713,10,33,"Hindu","Male","Urban"
3216,8815,14,38,"Muslim","Male","Rural"
3217,12256,15,43,"Christian","Female","Rural"
3218,128493,11,44,"Hindu","Male","Rural"
3219,4814,11,46,"Hindu","Male","Rural"
3220,37798,0,18,"Hindu","Female","Urban"
3221,17227,8,42,"Hindu","Male","Rural"
3222,4370,1,43,"Muslim","Male","Rural"
3223,14221,5,42,"Hindu","Female","Rural"
3224,85681,14,18,"Hindu","Male","Urban"
3225,59562,10,39,"Hindu","Male","Rural"
3226,12688,0,42,"Christian","Male","Rural"
3227,7883,0,22,"Hindu","Male","Rural"
3228,48355,10,47,"Hindu","Male","Rural"
3229,16009,15,47,"Hindu","Male","Urban"
3230,79154,13,54,"Hindu","Male","Rural"
3231,7198,0,39,"Muslim","Male","Rural"
3232,39689,11,27,"Muslim","Female","Rural"
3233,436,2,25,"Hindu","Female","Rural"
3234,15918,4,23,"Hindu","Male","Rural"
3235,28332,5,42,"Hindu","Male","Urban"
3236,19382,7,54,"Hindu","Male","Rural"
3237,13859,6,50,"Muslim","Female","Rural"
3238,32925,13,62,"Hindu","Male","Urban"
3239,17107,2,47,"Hindu","Male","Rural"
3240,6212,0,54,"Muslim","Male","Rural"
3241,8823,0,32,"Hindu","Male","Rural"
3242,941229,11,48,"Hindu","Male","Urban"
3243,38008,9,27,"Hindu","Male","Rural"
3244,5700,0,25,"Hindu","Female","Rural"
3245,5049,4,46,"Hindu","Male","Urban"
3246,107130,6,37,"Muslim","Male","Urban"
3247,3070,0,30,"Hindu","Male","Rural"
3248,13007,3,36,"Hindu","Male","Rural"
3249,68947,8,33,"Hindu","Male","Rural"
3250,12569,9,18,"Hindu","Female","Rural"
3251,36272,6,32,"Hindu","Male","Urban"
3252,73015,13,55,"Hindu","Male","Urban"
3253,24906,10,40,"Muslim","Female","Urban"
3254,41005,15,31,"Hindu","Male","Rural"
3255,19978,10,36,"Hindu","Male","Rural"
3256,26017,3,51,"Hindu","Male","Urban"
3257,61987,1,59,"Hindu","Male","Rural"
3258,57812,7,34,"Hindu","Male","Rural"
3259,14870,0,47,"Hindu","Male","Rural"
3260,5369,9,45,"Hindu","Female","Rural"
3261,34940,11,26,"Hindu","Male","Urban"
3262,51728,0,34,"Muslim","Male","Urban"
3263,47677,1,21,"Hindu","Male","Urban"
3264,66327,9,33,"Christian","Male","Rural"
3265,15023,9,27,"Hindu","Female","Rural"
3266,23004,6,50,"Hindu","Male","Rural"
3267,46598,8,39,"Sikh","Male","Rural"
3268,12909,8,52,"Hindu","Male","Rural"
3269,50359,0,65,"Hindu","Male","Rural"
3270,25809,0,43,"Hindu","Male","Rural"
3271,34662,10,53,"Hindu","Male","Urban"
3272,12327,9,44,"Muslim","Male","Rural"
3273,12464,0,46,"Hindu","Male","Rural"
3274,22391,0,42,"Hindu","Female","Rural"
3275,22588,0,42,"Hindu","Male","Rural"
3276,17265,4,49,"Hindu","Male","Rural"
3277,43977,0,30,"Hindu","Male","Rural"
3278,609661,14,25,"Hindu","Male","Urban"
3279,38937,8,44,"Hindu","Male","Urban"
3280,331699,0,39,"Hindu","Male","Rural"
3281,65596,2,21,"Buddhist","Male","Rural"
3282,47865,7,58,"Hindu","Female","Urban"
3283,50028,11,18,"Hindu","Male","Rural"
3284,4465,0,38,"Hindu","Female","Rural"
3285,59094,1,18,"Hindu","Male","Rural"
3286,7392,0,44,"Hindu","Female","Rural"
3287,5194,5,18,"Hindu","Female","Urban"
3288,11208,0,28,"Hindu","Male","Urban"
3289,14619,13,30,"Hindu","Male","Rural"
3290,20374,1,36,"Muslim","Male","Urban"
3291,96149,1,48,"Hindu","Male","Rural"
3292,4864,3,53,"Hindu","Female","Rural"
3293,23887,5,28,"Hindu","Male","Rural"
3294,2973,0,33,"Hindu","Female","Rural"
3295,2959,0,36,"Buddhist","Male","Urban"
3296,128571,5,45,"Hindu","Male","Urban"
3297,12585,4,43,"Hindu","Female","Rural"
3298,13103,7,54,"Hindu","Female","Rural"
3299,2348,0,57,"Hindu","Female","Rural"
3300,24460,8,18,"Hindu","Male","Urban"
3301,8958,0,32,"Hindu","Male","Rural"
3302,28934,8,46,"Sikh","Male","Urban"
3303,20405,5,34,"Hindu","Male","Rural"
3304,14204,0,36,"Hindu","Male","Rural"
3305,13824,5,56,"Hindu","Female","Rural"
3306,34450,8,22,"Buddhist","Male","Rural"
3307,21459,0,22,"Muslim","Male","Rural"
3308,1850,6,29,"Hindu","Female","Rural"
3309,36286,4,39,"Hindu","Male","Rural"
3310,22108,14,38,"Hindu","Male","Rural"
3311,35345,5,36,"Hindu","Male","Rural"
3312,18921,9,31,"Muslim","Male","Rural"
3313,2222,0,40,"Hindu","Female","Rural"
3314,90846,2,37,"Muslim","Male","Rural"
3315,27672,10,25,"Hindu","Male","Rural"
3316,24959,0,53,"Hindu","Female","Rural"
3317,29913,0,36,"Hindu","Male","Rural"
3318,13479,3,48,"Hindu","Female","Rural"
3319,220116,6,35,"Hindu","Male","Urban"
3320,51756,0,39,"Hindu","Male","Rural"
3321,65071,0,43,"Hindu","Female","Urban"
3322,129455,8,39,"Sikh","Male","Rural"
3323,72747,7,29,"Muslim","Male","Rural"
3324,25413,10,43,"Christian","Female","Rural"
3325,71094,13,28,"Hindu","Male","Rural"
3326,9112,5,31,"Hindu","Female","Rural"
3327,35009,5,29,"Hindu","Female","Rural"
3328,274361,15,28,"Hindu","Male","Urban"
3329,28796,6,18,"Hindu","Male","Rural"
3330,6774,0,46,"Hindu","Male","Rural"
3331,14733,0,31,"Hindu","Male","Rural"
3332,61250,3,24,"Hindu","Male","Urban"
3333,29289,6,42,"Hindu","Male","Rural"
3334,141219,13,35,"Hindu","Male","Rural"
3335,18186,6,41,"Hindu","Male","Rural"
3336,230594,6,41,"Hindu","Male","Rural"
3337,63636,1,33,"Hindu","Female","Rural"
3338,8543,0,30,"Hindu","Male","Rural"
3339,167700,3,63,"Hindu","Male","Urban"
3340,75412,10,32,"Hindu","Male","Rural"
3341,3315,0,26,"Hindu","Male","Rural"
3342,93638,15,44,"Muslim","Female","Urban"
3343,8083,3,18,"Hindu","Male","Rural"
3344,22250,12,37,"Hindu","Female","Urban"
3345,7640,7,51,"Hindu","Male","Rural"
3346,48934,4,51,"Hindu","Male","Rural"
3347,4469,7,37,"Hindu","Male","Rural"
3348,26734,6,42,"Hindu","Male","Rural"
3349,29021,1,45,"Hindu","Female","Rural"
3350,22648,0,35,"Hindu","Female","Rural"
3351,91184,9,42,"Hindu","Male","Rural"
3352,79082,5,48,"Christian","Female","Rural"
3353,8423,1,43,"Hindu","Male","Rural"
3354,36321,9,45,"Muslim","Male","Rural"
3355,140030,0,53,"Hindu","Male","Rural"
3356,13664,1,35,"Muslim","Male","Rural"
3357,68464,15,30,"Hindu","Male","Rural"
3358,10307,6,29,"Hindu","Male","Rural"
3359,5041,15,26,"Hindu","Male","Rural"
3360,21782,0,39,"Hindu","Male","Rural"
3361,32033,0,34,"Hindu","Male","Rural"
3362,37612,1,21,"Hindu","Male","Rural"
3363,2271,2,44,"Hindu","Female","Rural"
3364,5365,4,50,"Hindu","Female","Rural"
3365,21926,8,57,"Muslim","Female","Rural"
3366,5207,3,18,"Hindu","Male","Urban"
3367,13109,11,65,"Hindu","Female","Rural"
3368,24779,8,26,"Hindu","Male","Rural"
3369,28896,14,53,"Hindu","Male","Rural"
3370,28144,2,32,"Hindu","Male","Rural"
3371,44174,1,39,"Hindu","Male","Rural"
3372,184820,15,33,"Hindu","Male","Urban"
3373,22296,0,28,"Hindu","Male","Rural"
3374,19199,8,43,"Hindu","Male","Urban"
3375,20898,0,39,"Hindu","Male","Urban"
3376,13588,15,35,"Muslim","Female","Urban"
3377,13878,2,63,"Hindu","Male","Rural"
3378,37374,6,28,"Hindu","Male","Rural"
3379,7005,5,24,"Hindu","Female","Rural"
3380,43860,0,46,"Hindu","Male","Urban"
3381,36672,1,44,"Tribal","Female","Urban"
3382,7169,2,49,"Hindu","Female","Urban"
3383,11073,0,35,"Hindu","Female","Rural"
3384,27630,11,34,"Hindu","Female","Rural"
3385,164986,9,34,"Hindu","Female","Rural"
3386,4826,0,46,"Hindu","Male","Rural"
3387,24360,0,41,"Muslim","Male","Rural"
3388,12944,0,36,"Hindu","Male","Rural"
3389,10533,9,36,"Hindu","Female","Urban"
3390,6205,8,37,"Hindu","Female","Rural"
3391,6892,5,46,"Hindu","Female","Rural"
3392,16896,0,39,"Hindu","Male","Rural"
3393,258046,11,65,"Muslim","Male","Urban"
3394,128101,9,37,"Christian","Male","Rural"
3395,17813,6,47,"Hindu","Male","Rural"
3396,85869,4,49,"Muslim","Male","Rural"
3397,665680,10,35,"Hindu","Male","Urban"
3398,40237,11,57,"Hindu","Male","Rural"
3399,16355,0,25,"Hindu","Female","Urban"
3400,60503,12,31,"Hindu","Male","Urban"
3401,18404,4,35,"Hindu","Male","Rural"
3402,46788,4,46,"Hindu","Male","Rural"
3403,35234,4,41,"Muslim","Male","Rural"
3404,154920,2,25,"Hindu","Male","Urban"
3405,8143,7,31,"Hindu","Male","Rural"
3406,32655,13,42,"Hindu","Male","Rural"
3407,176726,14,18,"Hindu","Male","Rural"
3408,75334,13,25,"Hindu","Male","Urban"
3409,23458,2,41,"Hindu","Female","Rural"
3410,2518,2,27,"Hindu","Female","Rural"
3411,30868,12,35,"Muslim","Male","Urban"
3412,6910,5,43,"Muslim","Male","Rural"
3413,2983,0,22,"Hindu","Male","Rural"
3414,14215,1,40,"Hindu","Male","Urban"
3415,30908,8,36,"Hindu","Female","Rural"
3416,24595,7,64,"Muslim","Male","Rural"
3417,44590,11,54,"Hindu","Male","Rural"
3418,39768,6,32,"Hindu","Female","Urban"
3419,16180,5,46,"Muslim","Male","Urban"
3420,12377,9,51,"Hindu","Male","Rural"
3421,19322,2,45,"Hindu","Female","Rural"
3422,22418,2,18,"Hindu","Female","Rural"
3423,3721,0,30,"Hindu","Female","Rural"
3424,9808,0,49,"Hindu","Female","Rural"
3425,19930,6,48,"Hindu","Male","Rural"
3426,5855,8,50,"Hindu","Female","Urban"
3427,178799,4,31,"Hindu","Male","Rural"
3428,40451,3,18,"Hindu","Male","Rural"
3429,38536,0,43,"Hindu","Male","Urban"
3430,9289,2,39,"Hindu","Male","Rural"
3431,8611,8,32,"Hindu","Female","Rural"
3432,29662,8,25,"Hindu","Male","Rural"
3433,16006,0,31,"Hindu","Male","Rural"
3434,8250,0,30,"Muslim","Female","Rural"
3435,26229,2,18,"Hindu","Female","Rural"
3436,15935,6,53,"Hindu","Female","Rural"
3437,33570,4,21,"Hindu","Male","Rural"
3438,100100,1,46,"Hindu","Female","Rural"
3439,15665,6,26,"Hindu","Male","Rural"
3440,162973,2,35,"Hindu","Male","Rural"
3441,15243,6,37,"Hindu","Female","Urban"
3442,11352,0,32,"Hindu","Male","Urban"
3443,10438,8,37,"Hindu","Male","Urban"
3444,6582,12,28,"Hindu","Female","Rural"
3445,27852,14,52,"Hindu","Female","Urban"
3446,17889,8,53,"Muslim","Male","Rural"
3447,8218,2,46,"Hindu","Female","Rural"
3448,87765,4,58,"Hindu","Male","Urban"
3449,222112,14,53,"Hindu","Male","Urban"
3450,5249,0,34,"Hindu","Male","Rural"
3451,16271,2,43,"Hindu","Male","Rural"
3452,30726,0,45,"Hindu","Male","Rural"
3453,16048,0,25,"Hindu","Female","Rural"
3454,91508,7,50,"Christian","Male","Urban"
3455,11227,4,37,"Hindu","Female","Rural"
3456,54794,12,44,"Christian","Male","Urban"
3457,10004,2,43,"Hindu","Female","Rural"
3458,20275,0,23,"Hindu","Male","Rural"
3459,15994,6,32,"Hindu","Male","Rural"
3460,126137,10,48,"Hindu","Male","Urban"
3461,9137,10,56,"Hindu","Female","Urban"
3462,5736,0,34,"Hindu","Male","Rural"
3463,4897,0,20,"Hindu","Male","Rural"
3464,15979,4,51,"Hindu","Male","Rural"
3465,9307,15,48,"Hindu","Female","Rural"
3466,14250,0,56,"Hindu","Male","Rural"
3467,19611,15,39,"Hindu","Male","Rural"
3468,10061,6,18,"Hindu","Male","Urban"
3469,20028,13,49,"Hindu","Female","Rural"
3470,7518,6,21,"Hindu","Male","Rural"
3471,69576,0,53,"Hindu","Male","Rural"
3472,56895,3,18,"Christian","Male","Rural"
3473,2383,3,30,"Hindu","Female","Rural"
3474,29359,6,35,"Hindu","Male","Rural"
3475,93518,15,33,"Hindu","Male","Rural"
3476,31119,1,39,"Hindu","Female","Rural"
3477,13422,2,35,"Hindu","Female","Rural"
3478,4019,0,39,"Hindu","Male","Rural"
3479,345838,1,30,"Sikh","Male","Urban"
3480,43137,9,30,"Hindu","Female","Urban"
3481,10233,10,22,"Christian","Male","Rural"
3482,24415,0,32,"Hindu","Male","Urban"
3483,4019,0,22,"Hindu","Female","Rural"
3484,86636,10,38,"Tribal","Female","Urban"
3485,9075,0,51,"Hindu","Male","Rural"
3486,1380,0,37,"Muslim","Female","Rural"
3487,4522,0,24,"Hindu","Male","Rural"
3488,24791,3,44,"Tribal","Male","Rural"
3489,10224,12,39,"Hindu","Male","Rural"
3490,6989,1,47,"Muslim","Male","Rural"
3491,39790,5,41,"Hindu","Male","Urban"
3492,8216,0,54,"Hindu","Female","Rural"
3493,3434,0,31,"Hindu","Male","Rural"
3494,18153,15,49,"Hindu","Female","Rural"
3495,93561,3,47,"Hindu","Male","Rural"
3496,29256,5,41,"Hindu","Male","Rural"
3497,78100,7,36,"Hindu","Male","Rural"
3498,111746,15,23,"Hindu","Female","Urban"
3499,21124,0,51,"Hindu","Male","Rural"
3500,27375,0,40,"Hindu","Female","Rural"
3501,86733,13,38,"Hindu","Male","Rural"
3502,26613,0,59,"Sikh","Male","Rural"
3503,55664,15,50,"Hindu","Male","Rural"
3504,5949,0,42,"Hindu","Female","Rural"
3505,26207,0,31,"Hindu","Male","Rural"
3506,26788,4,53,"Muslim","Male","Rural"
3507,244484,4,44,"Muslim","Male","Urban"
3508,15332,6,42,"Hindu","Male","Rural"
3509,618523,15,60,"Hindu","Male","Urban"
3510,34598,15,30,"Hindu","Female","Rural"
3511,19871,4,42,"Hindu","Female","Urban"
3512,17987,10,45,"Hindu","Male","Rural"
3513,52196,11,47,"Hindu","Female","Rural"
3514,30849,5,20,"Muslim","Male","Rural"
3515,18071,7,55,"Hindu","Male","Rural"
3516,19997,0,45,"Hindu","Male","Rural"
3517,33573,0,32,"Hindu","Male","Rural"
3518,43938,12,29,"Hindu","Male","Urban"
3519,24515,6,22,"Buddhist","Male","Rural"
3520,4852,0,32,"Hindu","Female","Rural"
3521,10782,0,31,"Hindu","Male","Urban"
3522,5809,6,33,"Hindu","Female","Rural"
3523,72904,0,54,"Hindu","Male","Rural"
3524,31999,2,27,"Hindu","Male","Rural"
3525,27478,8,33,"Hindu","Male","Rural"
3526,59823,8,20,"Hindu","Male","Rural"
3527,56265,0,34,"Hindu","Male","Urban"
3528,30263,7,48,"Hindu","Female","Rural"
3529,12603,0,35,"Muslim","Female","Rural"
3530,208062,2,42,"Hindu","Male","Urban"
3531,3125,0,18,"Hindu","Female","Urban"
3532,42143,4,53,"Hindu","Male","Rural"
3533,2195,0,55,"Hindu","Male","Rural"
3534,68925,13,61,"Hindu","Male","Urban"
3535,202214,9,45,"Hindu","Male","Urban"
3536,3592,6,29,"Hindu","Female","Rural"
3537,308243,7,50,"Hindu","Male","Urban"
3538,2566,7,47,"Hindu","Male","Rural"
3539,41192,4,37,"Hindu","Male","Urban"
3540,33580,7,47,"Muslim","Male","Urban"
3541,279680,9,43,"Muslim","Male","Rural"
3542,335494,0,53,"Hindu","Male","Urban"
3543,35997,1,55,"Hindu","Male","Rural"
3544,7766,9,31,"Sikh","Female","Rural"
3545,633690,8,33,"Muslim","Male","Urban"
3546,70569,5,37,"Hindu","Female","Rural"
3547,12790,10,36,"Hindu","Female","Rural"
3548,7747,0,48,"Hindu","Male","Rural"
3549,21327,6,41,"Hindu","Female","Rural"
3550,1816,0,18,"Hindu","Female","Rural"
3551,23087,12,33,"Hindu","Female","Urban"
3552,18963,12,65,"Hindu","Female","Rural"
3553,23877,9,39,"Hindu","Male","Rural"
3554,38111,0,46,"Muslim","Female","Rural"
3555,9155,9,29,"Hindu","Male","Urban"
3556,28670,10,29,"Muslim","Male","Rural"
3557,18365,3,18,"Hindu","Male","Rural"
3558,24338,12,41,"Hindu","Female","Rural"
3559,77454,10,61,"Hindu","Male","Urban"
3560,4116,0,40,"Hindu","Female","Rural"
3561,121094,6,46,"Muslim","Male","Rural"
3562,216084,0,34,"Hindu","Male","Rural"
3563,33898,8,27,"Hindu","Male","Rural"
3564,9523,5,57,"Hindu","Female","Rural"
3565,17019,7,25,"Hindu","Female","Rural"
3566,12236,15,48,"Sikh","Female","Rural"
3567,13854,1,20,"Hindu","Male","Rural"
3568,48104,0,34,"Hindu","Male","Urban"
3569,30888,12,35,"Hindu","Male","Rural"
3570,20197,9,32,"Hindu","Male","Rural"
3571,32948,13,37,"Hindu","Male","Urban"
3572,75020,8,27,"Hindu","Female","Urban"
3573,135645,2,42,"Hindu","Male","Rural"
3574,300337,6,60,"Hindu","Male","Urban"
3575,17008,11,37,"Hindu","Female","Rural"
3576,171188,0,47,"Hindu","Male","Rural"
3577,6436,13,27,"Hindu","Female","Rural"
3578,36885,7,18,"Hindu","Male","Rural"
3579,229333,11,48,"Hindu","Male","Rural"
3580,3270,3,31,"Hindu","Male","Rural"
3581,37570,9,63,"Hindu","Male","Urban"
3582,13202,6,48,"Buddhist","Female","Urban"
3583,5834,0,38,"Hindu","Female","Rural"
3584,13640,3,26,"Hindu","Female","Rural"
3585,42568,0,54,"Muslim","Male","Urban"
3586,20120,2,45,"Muslim","Male","Rural"
3587,57799,1,37,"Hindu","Male","Rural"
3588,10286,4,35,"Hindu","Male","Rural"
3589,116255,10,41,"Hindu","Male","Urban"
3590,22808,2,40,"Hindu","Female","Rural"
3591,41823,3,40,"Hindu","Male","Rural"
3592,176673,14,52,"Hindu","Male","Rural"
3593,8798,8,18,"Hindu","Female","Rural"
3594,171528,5,39,"Muslim","Female","Urban"
3595,10455,0,28,"Hindu","Male","Rural"
3596,50419,15,42,"Hindu","Male","Rural"
3597,14056,0,51,"Hindu","Male","Rural"
3598,34093,15,55,"Sikh","Male","Rural"
3599,349876,6,47,"Hindu","Male","Rural"
3600,75514,0,63,"Hindu","Male","Rural"
3601,2944,0,25,"Hindu","Male","Urban"
3602,33651,15,32,"Christian","Female","Urban"
3603,38253,15,34,"Hindu","Male","Rural"
3604,28177,5,32,"Hindu","Male","Rural"
3605,514914,4,44,"Sikh","Male","Rural"
3606,3298,3,29,"Muslim","Male","Rural"
3607,2019,0,43,"Hindu","Female","Rural"
3608,27014,10,18,"Hindu","Male","Rural"
3609,11622,2,19,"Hindu","Male","Rural"
3610,22019,0,30,"Muslim","Female","Urban"
3611,15146,0,35,"Hindu","Male","Rural"
3612,130221,4,50,"Hindu","Male","Urban"
3613,4895,0,42,"Hindu","Male","Rural"
3614,7786,0,59,"Hindu","Female","Rural"
3615,222512,7,45,"Hindu","Male","Rural"
3616,132953,2,63,"Sikh","Male","Urban"
3617,71043,12,18,"Hindu","Female","Rural"
3618,7086,0,25,"Hindu","Female","Rural"
3619,39922,5,41,"Hindu","Female","Rural"
3620,85012,8,35,"Muslim","Male","Rural"
3621,83723,5,49,"Muslim","Male","Rural"
3622,91948,3,22,"Hindu","Male","Rural"
3623,24418,9,44,"Hindu","Female","Urban"
3624,78836,7,33,"Hindu","Male","Urban"
3625,22401,0,30,"Hindu","Male","Rural"
3626,14122,6,49,"Muslim","Male","Rural"
3627,11936,0,32,"Muslim","Female","Rural"
3628,62460,7,50,"Hindu","Male","Rural"
3629,13131,4,49,"Muslim","Male","Rural"
3630,11461,0,43,"Hindu","Male","Rural"
3631,13861,0,60,"Hindu","Male","Rural"
3632,325630,0,49,"Hindu","Male","Rural"
3633,29846,15,31,"Hindu","Female","Urban"
3634,111512,11,36,"Hindu","Male","Rural"
3635,2735,2,51,"Muslim","Female","Rural"
3636,26418,0,18,"Hindu","Male","Rural"
3637,12328,7,40,"Hindu","Female","Rural"
3638,126673,8,42,"Hindu","Female","Rural"
3639,35431,0,49,"Muslim","Male","Urban"
3640,87962,14,42,"Christian","Male","Rural"
3641,16368,10,18,"Hindu","Male","Urban"
3642,25703,8,35,"Hindu","Male","Rural"
3643,1110513,7,38,"Hindu","Male","Urban"
3644,123160,11,38,"Hindu","Male","Rural"
3645,34364,5,59,"Hindu","Male","Rural"
3646,4455,0,35,"Hindu","Male","Rural"
3647,120539,9,40,"Hindu","Male","Rural"
3648,67904,0,44,"Sikh","Male","Rural"
3649,12766,2,45,"Muslim","Male","Rural"
3650,46579,8,31,"Hindu","Male","Rural"
3651,14061,6,35,"Hindu","Male","Rural"
3652,8898,8,19,"Muslim","Female","Urban"
3653,233805,14,28,"Muslim","Male","Urban"
3654,11981,0,62,"Hindu","Female","Rural"
3655,11061,6,22,"Hindu","Female","Urban"
3656,4336,0,63,"Hindu","Male","Rural"
3657,44125,6,63,"Christian","Male","Rural"
3658,47724,1,36,"Hindu","Male","Rural"
3659,5758,8,59,"Hindu","Female","Rural"
3660,76911,7,51,"Hindu","Male","Rural"
3661,6576,0,44,"Muslim","Male","Urban"
3662,28317,10,41,"Hindu","Male","Rural"
3663,150030,0,51,"Hindu","Male","Urban"
3664,12359,0,36,"Hindu","Male","Rural"
3665,10164,6,31,"Muslim","Male","Rural"
3666,6557,0,59,"Hindu","Female","Rural"
3667,139631,11,63,"Muslim","Male","Urban"
3668,2951,0,36,"Hindu","Male","Rural"
3669,5232,5,51,"Hindu","Female","Rural"
3670,19392,8,24,"Hindu","Male","Urban"
3671,19003,15,52,"Jain","Male","Rural"
3672,28411,0,44,"Hindu","Female","Rural"
3673,3120,3,18,"Hindu","Male","Rural"
3674,58108,7,61,"Hindu","Male","Urban"
3675,141204,13,33,"Hindu","Male","Urban"
3676,6105,0,28,"Hindu","Female","Rural"
3677,26043,11,35,"Christian","Male","Urban"
3678,51179,15,44,"Hindu","Male","Urban"
3679,26564,3,40,"Hindu","Male","Rural"
3680,7522,5,52,"Hindu","Male","Rural"
3681,18539,0,20,"Hindu","Female","Rural"
3682,9445,10,39,"Hindu","Female","Rural"
3683,63297,0,37,"Hindu","Male","Rural"
3684,25858,0,41,"Muslim","Male","Rural"
3685,2301,0,29,"Hindu","Male","Rural"
3686,29884,5,36,"Hindu","Male","Urban"
3687,29009,5,35,"Hindu","Male","Urban"
3688,171168,10,47,"Muslim","Male","Rural"
3689,95343,15,53,"Hindu","Male","Rural"
3690,178685,6,29,"Hindu","Female","Rural"
3691,5591,0,37,"Hindu","Male","Rural"
3692,196481,7,41,"Sikh","Male","Urban"
3693,24961,2,21,"Hindu","Male","Rural"
3694,10628,6,19,"Hindu","Female","Rural"
3695,18719,13,41,"Hindu","Male","Urban"
3696,1394,0,31,"Hindu","Female","Rural"
3697,12191,9,39,"Hindu","Male","Rural"
3698,72187,11,53,"Muslim","Male","Rural"
3699,61073,0,45,"Hindu","Male","Urban"
3700,36582,8,47,"Hindu","Male","Rural"
3701,12674,0,33,"Hindu","Female","Rural"
3702,9408,2,42,"Hindu","Male","Rural"
3703,8251,3,48,"Hindu","Male","Rural"
3704,137767,15,62,"Hindu","Female","Urban"
3705,9641,0,42,"Hindu","Female","Urban"
3706,47569,0,50,"Hindu","Male","Urban"
3707,3999,9,40,"Hindu","Male","Rural"
3708,73782,9,42,"Hindu","Male","Rural"
3709,1485,6,45,"Hindu","Male","Rural"
3710,31801,0,48,"Hindu","Male","Rural"
3711,13886,0,18,"Muslim","Male","Rural"
3712,108636,14,35,"Hindu","Male","Rural"
3713,58461,15,37,"Hindu","Male","Rural"
3714,5337,0,27,"Hindu","Female","Rural"
3715,11152,9,25,"Hindu","Male","Urban"
3716,18110,3,40,"Hindu","Female","Rural"
3717,10745,0,34,"Hindu","Male","Urban"
3718,20261,3,32,"Hindu","Male","Rural"
3719,540012,10,50,"Hindu","Female","Urban"
3720,29366,15,21,"Hindu","Male","Rural"
3721,16144,0,35,"Hindu","Male","Rural"
3722,40462,10,30,"Buddhist","Male","Urban"
3723,4325,6,39,"Hindu","Female","Rural"
3724,16538,1,19,"Hindu","Female","Rural"
3725,6803,5,26,"Muslim","Female","Rural"
3726,76372,15,27,"Hindu","Female","Rural"
3727,3277,6,57,"Hindu","Male","Rural"
3728,244684,14,61,"Hindu","Male","Rural"
3729,24852,12,33,"Sikh","Male","Rural"
